11 10 16 1 11 12 1 1 1 11 11 16 1 1 12 1 1 1 11 12 16 1 1 12 1 1 1 11 13 16 1 1 12 1 1 1 11 14 16 1 1 12 1 1 1 11 15 16 1 1 12 1 1 1 11 16 16 1 1 12 1 1 1 11 17 16 1 1 12 1 1 1 11 18 16 1 1 12 1 1 1 11 19 16 1 1 12 1 1 1 11 20 16 1 1 12 1 1 1 11 21 16 1 1 12 11 1 1 12 10 16 1 11 1 1 1 1 12 11 16 1 1 1 1 1 1 12 12 16 1 1 1 1 1 1 12 13 16 1 1 1 1 1 1 12 14 16 1 1 1 1 1 1 12 15 16 1 1 1 1 1 1 12 16 16 1 1 1 1 1 1 12 17 16 1 1 1 1 1 1 12 18 16 1 1 1 1 1 1 12 19 16 1 1 1 1 1 1 12 20 16 1 1 1 1 1 1 12 21 16 1 1 1 11 1 1 13 10 16 1 11 1 1 1 1 13 11 16 1 1 1 1 1 1 13 12 16 1 1 1 1 1 1 13 13 16 1 1 1 1 1 1 13 14 16 1 1 1 1 1 1 13 15 16 1 1 1 1 1 1 13 16 16 1 1 1 1 1 1 13 17 16 1 1 1 1 1 1 13 18 16 1 1 1 1 1 1 13 19 16 1 1 1 1 1 1 13 20 16 1 1 1 1 1 1 13 21 16 1 1 1 11 1 1 14 10 16 1 11 1 1 1 1 14 11 16 1 1 1 1 1 1 14 12 16 1 1 1 1 1 1 14 13 16 1 1 1 1 1 1 14 14 16 1 1 1 1 1 1 14 15 48 1 1 1 1 1 1 14 16 48 1 1 1 1 1 1 14 17 16 1 1 1 1 1 1 14 18 16 1 1 1 1 1 1 14 19 16 1 1 1 1 1 1 14 20 16 1 1 1 1 1 1 14 21 16 1 1 1 11 1 1 15 10 16 1 11 1 1 1 1 15 11 16 1 1 1 1 1 1 15 12 16 1 1 1 1 1 1 15 13 16 1 1 1 1 1 1 15 14 24 1 1 1 1 1 1 15 17 18 1 1 1 1 1 1 15 18 16 1 1 1 1 1 1 15 19 16 1 1 1 1 1 1 15 20 16 1 1 1 1 1 1 15 21 16 1 1 1 11 1 1 16 10 16 1 11 1 1 1 1 16 11 16 1 1 1 1 1 1 16 12 16 1 1 1 1 1 1 16 13 16 1 1 1 1 1 1 16 14 24 1 1 1 1 1 1 16 17 18 1 1 1 1 1 1 16 18 16 1 1 1 1 1 1 16 19 16 1 1 1 1 1 1 16 20 16 1 1 1 1 1 1 16 21 16 1 1 1 11 1 1 17 10 16 1 11 1 1 1 1 17 11 16 1 1 1 1 1 1 17 12 16 1 1 1 1 1 1 17 13 16 1 1 1 1 1 1 17 14 16 1 1 1 1 1 1 17 15 20 1 1 1 1 1 1 17 16 20 1 1 1 1 1 1 17 17 16 1 1 1 1 1 1 17 18 16 1 1 1 1 1 1 17 19 16 1 1 1 1 1 1 17 20 16 1 1 1 1 1 1 17 21 16 1 1 1 11 1 1 18 10 16 1 11 1 1 1 1 18 11 16 1 1 1 1 1 1 18 12 16 1 1 1 1 1 1 18 13 16 1 1 1 1 1 1 18 14 16 1 1 1 1 1 1 18 15 16 1 1 1 1 1 1 18 16 16 1 1 1 1 1 1 18 17 16 1 1 1 1 1 1 18 18 16 1 1 1 1 1 1 18 19 16 1 1 1 1 1 1 18 20 16 1 1 1 1 1 1 18 21 16 1 1 1 11 1 1 19 10 16 1 11 1 1 1 1 19 11 16 1 1 1 1 1 1 19 12 16 1 1 1 1 1 1 19 13 16 1 1 1 1 1 1 19 14 16 1 1 1 1 1 1 19 15 16 1 1 1 1 1 1 19 16 16 1 1 1 1 1 1 19 17 16 1 1 1 1 1 1 19 18 16 1 1 1 1 1 1 19 19 16 1 1 1 1 1 1 19 20 16 1 1 1 1 1 1 19 21 16 1 1 1 11 1 1 20 10 16 1 11 1 1 1 12 20 11 16 1 1 1 1 1 12 20 12 16 1 1 1 1 1 12 20 13 16 1 1 1 1 1 12 20 14 16 1 1 1 1 1 12 20 15 16 1 1 1 1 1 12 20 16 16 1 1 1 1 1 12 20 17 16 1 1 1 1 1 12 20 18 16 1 1 1 1 1 12 20 19 16 1 1 1 1 1 12 20 20 16 1 1 1 1 1 12 20 21 16 1 1 1 11 1 12 
14 14 0 1 15 15 1 1 1 14 15 32 1 1 15 1 1 1 14 16 32 1 1 15 1 1 1 14 17 0 1 1 15 15 1 1 15 14 8 1 15 1 1 1 1 15 17 2 1 1 1 15 1 1 16 14 8 1 15 1 1 1 1 16 17 2 1 1 1 15 1 1 17 14 0 1 15 1 1 1 15 17 15 4 1 1 1 1 1 15 17 16 4 1 1 1 1 1 15 17 17 0 1 1 1 15 1 15 
14 14 0 1 15 15 1 1 1 14 15 32 1 1 15 1 1 1 14 16 32 1 1 15 1 1 1 14 17 0 1 1 15 15 1 1 15 14 8 1 15 1 1 1 1 15 17 2 1 1 1 15 1 1 16 14 8 1 15 1 1 1 1 16 17 2 1 1 1 15 1 1 17 14 0 1 15 1 1 1 15 17 15 4 1 1 1 1 1 15 17 16 4 1 1 1 1 1 15 17 17 0 1 1 1 15 1 15 
14 14 1 1 15 15 1 1 1 14 15 33 1 1 15 1 1 1 14 16 33 1 1 15 1 1 1 14 17 1 1 1 15 15 1 1 15 14 9 1 15 1 1 1 1 15 17 3 1 1 1 15 1 1 16 14 9 1 15 1 1 1 1 16 17 3 1 1 1 15 1 1 17 14 1 1 15 1 1 1 15 17 15 5 1 1 1 1 1 15 17 16 5 1 1 1 1 1 15 17 17 1 1 1 1 15 1 15 
13 13 0 1 14 14 1 1 1 13 14 32 1 1 14 1 1 1 13 15 32 1 1 14 1 1 1 13 16 32 1 1 14 1 1 1 13 17 32 1 1 14 1 1 1 13 18 0 1 1 14 14 1 1 14 13 8 1 14 1 1 1 1 14 18 2 1 1 1 14 1 1 15 13 8 1 14 1 1 1 1 15 18 2 1 1 1 14 1 1 16 13 8 1 14 1 1 1 1 16 18 2 1 1 1 14 1 1 17 13 8 1 14 1 1 1 1 17 18 2 1 1 1 14 1 1 18 13 0 1 14 1 1 1 14 18 14 4 1 1 1 1 1 14 18 15 4 1 1 1 1 1 14 18 16 4 1 1 1 1 1 14 18 17 4 1 1 1 1 1 14 18 18 0 1 1 1 14 1 14 
13 13 0 1 14 14 1 1 1 13 14 32 1 1 14 1 1 1 13 15 32 1 1 14 1 1 1 13 16 32 1 1 14 1 1 1 13 17 32 1 1 14 1 1 1 13 18 0 1 1 14 14 1 1 14 13 8 1 14 1 1 1 1 14 18 2 1 1 1 14 1 1 15 13 8 1 14 1 1 1 1 15 18 2 1 1 1 14 1 1 16 13 8 1 14 1 1 1 1 16 18 2 1 1 1 14 1 1 17 13 8 1 14 1 1 1 1 17 18 2 1 1 1 14 1 1 18 13 0 1 14 1 1 1 14 18 14 4 1 1 1 1 1 14 18 15 4 1 1 1 1 1 14 18 16 4 1 1 1 1 1 14 18 17 4 1 1 1 1 1 14 18 18 0 1 1 1 14 1 14 
13 13 0 1 14 14 1 1 1 13 14 32 1 1 14 1 1 1 13 15 32 1 1 14 1 1 1 13 16 32 1 1 14 1 1 1 13 17 32 1 1 14 1 1 1 13 18 0 1 1 14 14 1 1 14 13 8 1 14 1 1 1 1 14 18 2 1 1 1 14 1 1 15 13 8 1 14 1 1 1 1 15 18 2 1 1 1 14 1 1 16 13 8 1 14 1 1 1 1 16 18 2 1 1 1 14 1 1 17 13 8 1 14 1 1 1 1 17 18 2 1 1 1 14 1 1 18 13 0 1 14 1 1 1 14 18 14 4 1 1 1 1 1 14 18 15 4 1 1 1 1 1 14 18 16 4 1 1 1 1 1 14 18 17 4 1 1 1 1 1 14 18 18 0 1 1 1 14 1 14 
13 13 0 1 14 14 1 1 1 13 14 33 1 1 14 1 1 1 13 15 33 1 1 14 1 1 1 13 16 33 1 1 14 1 1 1 13 17 33 1 1 14 1 1 1 13 18 0 1 1 14 14 1 1 14 13 8 1 14 1 1 1 1 14 18 2 1 1 1 14 1 1 15 13 8 1 14 1 1 1 1 15 18 2 1 1 1 14 1 1 16 13 8 1 14 1 1 1 1 16 18 2 1 1 1 14 1 1 17 13 0 1 14 1 1 1 15 17 14 20 1 1 1 1 1 15 17 15 20 1 1 1 1 1 15 17 16 20 1 1 1 1 1 15 17 17 20 1 1 1 1 1 15 17 18 0 1 1 1 14 1 15 
12 13 0 1 14 13 1 1 1 12 14 32 1 1 13 1 1 1 12 15 32 1 1 13 1 1 1 12 16 32 1 1 13 1 1 1 12 17 32 1 1 13 1 1 1 12 18 0 1 1 13 14 1 1 13 13 8 1 14 1 1 1 1 13 18 2 1 1 1 14 1 1 14 13 8 1 14 1 1 1 1 14 18 2 1 1 1 14 1 1 15 13 8 1 14 1 1 1 1 15 18 2 1 1 1 14 1 1 16 13 0 1 14 1 1 1 16 16 14 20 1 1 1 1 1 16 16 15 20 1 1 1 1 1 16 16 16 20 1 1 1 1 1 16 16 17 20 1 1 1 1 1 16 16 18 0 1 1 1 14 1 16 
12 13 0 1 14 13 1 1 1 12 14 32 1 1 13 1 1 1 12 15 32 1 1 13 1 1 1 12 16 32 1 1 13 1 1 1 12 17 32 1 1 13 1 1 1 12 18 0 1 1 13 14 1 1 13 13 8 1 14 1 1 1 1 13 18 2 1 1 1 14 1 1 14 13 8 1 14 1 1 1 1 14 18 2 1 1 1 14 1 1 15 13 8 1 14 1 1 1 1 15 18 2 1 1 1 14 1 1 16 13 0 1 14 1 1 1 16 16 14 4 1 1 1 1 1 16 16 15 4 1 1 1 1 1 16 16 16 4 1 1 1 1 1 16 16 17 4 1 1 1 1 1 16 16 18 0 1 1 1 14 1 16 
12 13 0 1 14 13 1 1 1 12 14 32 1 1 13 1 1 1 12 15 32 1 1 13 1 1 1 12 16 32 1 1 13 1 1 1 12 17 32 1 1 13 1 1 1 12 18 0 1 1 13 14 1 1 13 13 8 1 14 1 1 1 1 13 18 2 1 1 1 14 1 1 14 13 8 1 14 1 1 1 1 14 18 2 1 1 1 14 1 1 15 13 8 1 14 1 1 1 1 15 18 2 1 1 1 14 1 1 16 13 0 1 14 1 1 1 16 16 14 4 1 1 1 1 1 16 16 15 4 1 1 1 1 1 16 16 16 4 1 1 1 1 1 16 16 17 4 1 1 1 1 1 16 16 18 0 1 1 1 14 1 16 
12 13 0 1 14 13 1 1 1 12 14 32 1 1 13 1 1 1 12 15 33 1 1 13 1 1 1 12 16 33 1 1 13 1 1 1 12 17 33 1 1 13 1 1 1 12 18 1 1 1 13 14 1 1 13 13 8 1 14 1 1 1 1 13 18 3 1 1 1 14 1 1 14 13 8 1 14 1 1 1 1 14 18 3 1 1 1 14 1 1 15 13 8 1 14 1 1 1 1 15 18 2 1 1 1 14 1 1 16 13 0 1 14 1 1 1 16 16 14 4 1 1 1 1 1 16 16 15 4 1 1 1 1 1 16 16 16 4 1 1 1 1 1 16 16 17 4 1 1 1 1 1 16 16 18 0 1 1 1 14 1 16 
11 14 0 1 15 12 1 1 1 11 15 32 1 1 12 1 1 1 11 16 32 1 1 12 1 1 1 11 17 32 1 1 12 1 1 1 11 18 32 1 1 12 1 1 1 11 19 0 1 1 12 13 1 1 12 14 8 1 15 1 1 1 1 12 19 2 1 1 1 13 1 1 13 14 24 1 15 1 1 1 1 13 19 2 1 1 1 13 1 1 14 14 24 1 15 1 1 1 1 14 19 2 1 1 1 13 1 1 15 14 16 1 15 1 1 1 17 15 15 20 1 1 1 1 1 17 15 16 20 1 1 1 1 1 17 15 17 20 1 1 1 1 1 17 15 18 4 1 1 1 1 1 17 15 19 0 1 1 1 13 1 17 
11 14 0 1 15 12 1 1 1 11 15 32 1 1 12 1 1 1 11 16 32 1 1 12 1 1 1 11 17 32 1 1 12 1 1 1 11 18 32 1 1 12 1 1 1 11 19 0 1 1 12 13 1 1 12 14 8 1 15 1 1 1 1 12 19 2 1 1 1 13 1 1 13 14 8 1 15 1 1 1 1 13 19 2 1 1 1 13 1 1 14 14 8 1 15 1 1 1 1 14 19 2 1 1 1 13 1 1 15 14 0 1 15 1 1 1 17 15 15 4 1 1 1 1 1 17 15 16 4 1 1 1 1 1 17 15 17 4 1 1 1 1 1 17 15 18 4 1 1 1 1 1 17 15 19 0 1 1 1 13 1 17 
11 14 0 1 15 12 1 1 1 11 15 32 1 1 12 1 1 1 11 16 32 1 1 12 1 1 1 11 17 32 1 1 12 1 1 1 11 18 32 1 1 12 1 1 1 11 19 0 1 1 12 13 1 1 12 14 8 1 15 1 1 1 1 12 19 2 1 1 1 13 1 1 13 14 8 1 15 1 1 1 1 13 19 2 1 1 1 13 1 1 14 14 8 1 15 1 1 1 1 14 19 2 1 1 1 13 1 1 15 14 0 1 15 1 1 1 17 15 15 4 1 1 1 1 1 17 15 16 4 1 1 1 1 1 17 15 17 4 1 1 1 1 1 17 15 18 4 1 1 1 1 1 17 15 19 0 1 1 1 13 1 17 
11 14 0 1 15 12 1 1 1 11 15 32 1 1 12 1 1 1 11 16 32 1 1 12 1 1 1 11 17 32 1 1 12 1 1 1 11 18 32 1 1 12 1 1 1 11 19 0 1 1 12 13 1 1 12 14 8 1 15 1 1 1 1 12 19 2 1 1 1 13 1 1 13 14 9 1 15 1 1 1 1 13 19 2 1 1 1 13 1 1 14 14 9 1 15 1 1 1 1 14 19 2 1 1 1 13 1 1 15 14 1 1 15 1 1 1 17 15 15 5 1 1 1 1 1 17 15 16 5 1 1 1 1 1 17 15 17 5 1 1 1 1 1 17 15 18 4 1 1 1 1 1 17 15 19 0 1 1 1 13 1 17 
12 13 0 1 14 13 1 1 1 12 14 32 1 1 13 1 1 1 12 15 48 1 1 13 1 1 1 12 16 48 1 1 13 1 1 1 12 17 48 1 1 13 1 1 1 12 18 16 1 1 13 14 1 1 13 13 8 1 14 1 1 1 1 13 18 18 1 1 1 14 1 1 14 13 8 1 14 1 1 1 1 14 18 18 1 1 1 14 1 1 15 13 8 1 14 1 1 1 1 15 18 2 1 1 1 14 1 1 16 13 0 1 14 1 1 1 16 16 14 4 1 1 1 1 1 16 16 15 4 1 1 1 1 1 16 16 16 4 1 1 1 1 1 16 16 17 4 1 1 1 1 1 16 16 18 0 1 1 1 14 1 16 
12 13 0 1 14 13 1 1 1 12 14 32 1 1 13 1 1 1 12 15 33 1 1 13 1 1 1 12 16 33 1 1 13 1 1 1 12 17 33 1 1 13 1 1 1 12 18 1 1 1 13 14 1 1 13 13 8 1 14 1 1 1 1 13 18 3 1 1 1 14 1 1 14 13 8 1 14 1 1 1 1 14 18 3 1 1 1 14 1 1 15 13 8 1 14 1 1 1 1 15 18 2 1 1 1 14 1 1 16 13 0 1 14 1 1 1 16 16 14 4 1 1 1 1 1 16 16 15 4 1 1 1 1 1 16 16 16 4 1 1 1 1 1 16 16 17 4 1 1 1 1 1 16 16 18 0 1 1 1 14 1 16 
