[BASEPOINT]
#       X         Y         Z
0	0	0
0.509429	0.08501	-0.11025
0.97047	0.33545	-0.216745
1.33368	0.735908	-0.315859
1.54995	1.256376	-0.404217
1.57587	1.848375	-0.47881
1.38261	2.4441	-0.537098
0.966425	2.96083	-0.577095
0.357326	3.31153	-0.597441
-0.377672	3.42036	-0.597441
-1.1393	3.24004	-0.577095
-1.80946	2.76644	-0.537098
-2.27143	2.046277	-0.47881
-2.43298	1.174551	-0.404217
-2.24698	0.28114	-0.315859
-1.72431	-0.49148	-0.216745
-0.935538	-1.0149	-0.11025
0	-1.2	0
0.935538	-1.0149	0.11025
1.72431	-0.49148	0.216745
2.24698	0.28114	0.315859
2.43298	1.174551	0.404217
2.27143	2.046277	0.47881
1.80946	2.76644	0.537098
1.1393	3.24004	0.577095
0.377672	3.42036	0.597441
-0.357326	3.31153	0.597441
-0.966425	2.96083	0.577095
-1.38261	2.4441	0.537098
-1.57587	1.848375	0.47881
-1.54995	1.256376	0.404217
-1.33368	0.735908	0.315859
-0.97047	0.33545	0.216745
-0.509429	0.08501	0.11025
0	0	0

[ACCURACY]
1.0
