[BASEPOINT]
#       X         Y         Z
0	-1.8	0
0.651465	-1.68163	-0.0367499
1.22175	-1.3402	-0.0722483
1.63811	-0.815682	-0.105286
1.8443	-0.170899	-0.134739
1.80773	0.514342	-0.159603
1.52489	1.15155	-0.179033
1.02405	1.6539	-0.192365
0.364108	1.94781	-0.199147
-0.37089	1.98409	-0.199147
-1.08168	1.74697	-0.192365
-1.66718	1.25899	-0.179033
-2.03958	0.58031	-0.159603
-2.13864	-0.198174	-0.134739
-1.94254	-0.967272	-0.105286
-1.47303	-1.61584	-0.0722483
-0.793502	-2.04826	-0.0367499
0	-2.2	0
0.793502	-2.04826	0.0367499
1.47303	-1.61584	0.0722483
1.94254	-0.967272	0.105286
2.13864	-0.198174	0.134739
2.03958	0.58031	0.159603
1.66718	1.25899	0.179033
1.08168	1.74697	0.192365
0.37089	1.98409	0.199147
-0.364108	1.94781	0.199147
-1.02405	1.6539	0.192365
-1.52489	1.15155	0.179033
-1.80773	0.514342	0.159603
-1.8443	-0.170899	0.134739
-1.63811	-0.815682	0.105286
-1.22175	-1.3402	0.0722483
-0.651465	-1.68163	0.0367499
0	-1.8	0

[ACCURACY]
0.5

[ADJUST_MAT]
1		0		0		0
0		1		0		0
0		0		1		0
0		1.8		0		1
