[BASEPOINT]
#       X         Y         Z
0	-2.6	0
0.935538	-2.4149	0.11025
1.72431	-1.89148	0.216745
2.24698	-1.11886	0.315859
2.43298	-0.225449	0.404217
2.27143	0.646277	0.47881
1.80946	1.36644	0.537098
1.1393	1.84004	0.577095
0.377672	2.02036	0.597441
-0.357326	1.91153	0.597441
-0.966425	1.56083	0.577095
-1.38261	1.0441	0.537098
-1.57587	0.448375	0.47881
-1.54995	-0.143624	0.404217
-1.33368	-0.664092	0.315859
-0.97047	-1.06455	0.216745
-0.509429	-1.31499	0.11025
0	-1.4	0
0.509429	-1.31499	-0.11025
0.97047	-1.06455	-0.216745
1.33368	-0.664092	-0.315859
1.54995	-0.143624	-0.404217
1.57587	0.448375	-0.47881
1.38261	1.0441	-0.537098
0.966425	1.56083	-0.577095
0.357326	1.91153	-0.597441
-0.377672	2.02036	-0.597441
-1.1393	1.84004	-0.577095
-1.80946	1.36644	-0.537098
-2.27143	0.646277	-0.47881
-2.43298	-0.225449	-0.404217
-2.24698	-1.11886	-0.315859
-1.72431	-1.89148	-0.216745
-0.935538	-2.4149	-0.11025
0	-2.6	0

[ACCURACY]
0.5

[ADJUST_MAT]
1		0		0		0
0		1		0		0
0		0		1		0
0		2.6		0		1
