[BASEPOINT]
#       X         Y         Z
 0  0  0
 0.490719  0.598112  0.695684
 0.855144  0.958669  0.999486
 0.999486  0.938467  0.740274
 0.886597  0.54553  0.064063
 0.54553 -0.0640777 -0.648235
 0.064063 -0.648235 -0.99538
-0.433891 -0.97493 -0.781824
-0.820178 -0.914408 -0.127863
-0.99538 -0.490706  0.598124
-0.914408  0.127892  0.987185
-0.5981  0.695694  0.820161
-0.127863  0.987185  0.191137
 0.375281  0.88659 -0.545555
 0.781842  0.433865 -0.974934
 0.987185 -0.191181 -0.855129
 0.938462 -0.740294 -0.253627
 0.648213 -0.995382  0.490744
 0.191137 -0.855129  0.958677
-0.31513 -0.375241  0.886583
-0.740294  0.253684  0.315074
-0.974934  0.781851 -0.433918
-0.95866  0.999487 -0.938482
-0.695663  0.820153 -0.914396
-0.253627  0.315074 -0.375227
 0.253684 -0.315144  0.375309
 0.695705 -0.820195  0.914432
 0.958677 -0.999485  0.938452
 0.97492 -0.781805  0.433838
 0.740255 -0.253613 -0.315158
 0.315074  0.375309 -0.886624
-0.191195  0.855167 -0.958652
-0.648258  0.995375 -0.490667
-0.938482  0.740245  0.253712
-0.987175  0.191109  0.855174
-0.781805 -0.433931  0.974914
-0.375227 -0.886624  0.545481
 0.127921 -0.987173 -0.191224
 0.598147 -0.695642 -0.820211
 0.914432 -0.127819 -0.987171
 0.995375  0.49077 -0.598053
 0.820144  0.914438  0.12795
 0.433838  0.974914  0.781879
-0.0641217  0.648179  0.995372
-0.545579  0.0640044  0.648168
-0.886624 -0.545591 -0.064151
-0.999484 -0.938492 -0.740334
-0.855114 -0.958648 -0.999484
-0.490667 -0.598053 -0.695621

[ACCURACY]
0.2


