[BASEPOINT]
#       X         Y         Z
-0.500000	0.000001	0.000001
0.000001	0.000001	0.000001
0.00491824	-0.0459063	0.000000
0.0471334	-0.0646002	0.000000
0.0422152	-0.0186939	0.000000
0.0795121	0.00851864	0.000000
0.0844304	-0.0373877	0.000000
0.0893486	-0.0832941	0.000000
0.0520517	-0.110507	0.000000
0.0569699	-0.156413	0.000000
0.0991851	-0.175107	0.000000
0.1414	-0.193801	0.000000
0.136482	-0.147894	0.000000
0.0942668	-0.1292	0.000000
0.131564	-0.101988	0.000000
0.173779	-0.120682	0.000000
0.211076	-0.0934693	0.000000
0.206158	-0.0475629	0.000000
0.201239	-0.00165658	0.000000
0.163942	-0.0288691	0.000000
0.168861	-0.0747754	0.000000
0.126646	-0.0560816	0.000000
0.121727	-0.0101752	0.000000
0.159024	0.0170373	0.000000
0.154106	0.0629436	0.000000
0.116809	0.0357311	0.000000
0.0745939	0.054425	0.000000
0.111891	0.0816375	0.000000
0.149188	0.10885	0.000000
0.191403	0.0901561	0.000000
0.196321	0.0442498	0.000000
0.238536	0.0255559	0.000000
0.233618	0.0714623	0.000000
0.270915	0.0986747	0.000000
0.275833	0.0527684	0.000000
0.280752	0.00686205	0.000000
0.243455	-0.0203504	0.000000
0.248373	-0.0662568	0.000000
0.290588	-0.0849506	0.000000
0.28567	-0.0390443	0.000000
0.322967	-0.0118318	0.000000
0.327885	-0.0577381	0.000000
0.332803	-0.103644	0.000000
0.295506	-0.130857	0.000000
0.253291	-0.112163	0.000000
0.215994	-0.139376	0.000000
0.178697	-0.166588	0.000000
0.220912	-0.185282	0.000000
0.258209	-0.158069	0.000000
0.263128	-0.203976	0.000000
0.225831	-0.231188	0.000000
0.230749	-0.277095	0.000000
0.272964	-0.295789	0.000000
0.268046	-0.249882	0.000000
0.305343	-0.22267	0.000000
0.310261	-0.268576	0.000000
0.315179	-0.314482	0.000000
0.277882	-0.341695	0.000000
0.2828	-0.387601	0.000000
0.325016	-0.406295	0.000000
0.367231	-0.424989	0.000000
0.362313	-0.379083	0.000000
0.320097	-0.360389	0.000000
0.357394	-0.333176	0.000000
0.39961	-0.35187	0.000000
0.404528	-0.397776	0.000000
0.446743	-0.41647	0.000000
0.488958	-0.435164	0.000000
0.48404	-0.389258	0.000000
0.441825	-0.370564	0.000000
0.479122	-0.343351	0.000000
0.521337	-0.362045	0.000000
0.558634	-0.334833	0.000000
0.553716	-0.288926	0.000000
0.548797	-0.24302	0.000000
0.5115	-0.270233	0.000000
0.516419	-0.316139	0.000000
0.474203	-0.297445	0.000000
0.469285	-0.251539	0.000000
0.42707	-0.232845	0.000000
0.389773	-0.260057	0.000000
0.431988	-0.278751	0.000000
0.436906	-0.324658	0.000000
0.394691	-0.305964	0.000000
0.352476	-0.28727	0.000000
0.347558	-0.241364	0.000000
0.384855	-0.214151	0.000000
0.379937	-0.168245	0.000000
0.34264	-0.195457	0.000000
0.300424	-0.176763	0.000000
0.337721	-0.149551	0.000000
0.375018	-0.122338	0.000000
0.417234	-0.141032	0.000000
0.422152	-0.186939	0.000000
0.464367	-0.205632	0.000000
0.506582	-0.224326	0.000000
0.501664	-0.17842	0.000000
0.459449	-0.159726	0.000000
0.496746	-0.132514	0.000000
0.538961	-0.151207	0.000000
0.576258	-0.123995	0.000000
0.57134	-0.0780886	0.000000
0.534043	-0.105301	0.000000
0.491827	-0.0866072	0.000000
0.529124	-0.0593947	0.000000
0.566421	-0.0321822	0.000000
0.608636	-0.0508761	0.000000
0.645933	-0.0236636	0.000000
0.641015	0.0222427	0.000000
0.636097	0.0681491	0.000000
0.5988	0.0409366	0.000000
0.603718	-0.00496975	0.000000
0.561503	0.0137241	0.000000
0.556585	0.0596304	0.000000
0.593882	0.0868429	0.000000
0.588964	0.132749	0.000000
0.584045	0.178656	0.000000
0.546748	0.151443	0.000000
0.551667	0.105537	0.000000
0.509451	0.124231	0.000000
0.504533	0.170137	0.000000
0.462318	0.188831	0.000000
0.425021	0.161618	0.000000
0.387724	0.134406	0.000000
0.429939	0.115712	0.000000
0.467236	0.142925	0.000000
0.472154	0.0970182	0.000000
0.434858	0.0698057	0.000000
0.439776	0.0238993	0.000000
0.481991	0.00520547	0.000000
0.477073	0.0511118	0.000000
0.51437	0.0783243	0.000000
0.519288	0.032418	0.000000
0.524206	-0.0134884	0.000000
0.486909	-0.0407009	0.000000
0.444694	-0.022007	0.000000
0.407397	-0.0492195	0.000000
0.449612	-0.0679134	0.000000
0.45453	-0.11382	0.000000
0.412315	-0.0951259	0.000000
0.3701	-0.076432	0.000000
0.365182	-0.0305257	0.000000
0.402479	-0.00331317	0.000000
0.397561	0.0425932	0.000000
0.392642	0.0884995	0.000000
0.355345	0.061287	0.000000
0.360264	0.0153807	0.000000
0.318048	0.0340745	0.000000
0.31313	0.0799809	0.000000
0.350427	0.107193	0.000000
0.345509	0.1531	0.000000
0.308212	0.125887	0.000000
0.265997	0.144581	0.000000
0.303294	0.171794	0.000000
0.340591	0.199006	0.000000
0.382806	0.180312	0.000000
0.420103	0.207525	0.000000
0.415185	0.253431	0.000000
0.410266	0.299337	0.000000
0.372969	0.272125	0.000000
0.377888	0.226219	0.000000
0.335672	0.244912	0.000000
0.330754	0.290819	0.000000
0.288539	0.309513	0.000000
0.251242	0.2823	0.000000
0.213945	0.255088	0.000000
