[BASEPOINT]
#       X         Y         Z
 4  0 -2.44929e-16
 3.95773  0.562555  0.070539
 3.83201  1.11184  0.140726
 3.62611  1.63494  0.210213
 3.34537  2.11972  0.278652
 2.997  2.55511  0.345703
 2.58991  2.93141  0.411032
 2.13441  3.2406  0.474313
 1.64191  3.47648  0.535231
 1.12455  3.63486  0.593482
 0.594902  3.71363  0.648777
 0.0655344  3.71274  0.700839
-0.451288  3.63419  0.74941
-0.94396  3.48191  0.794248
-1.40184  3.26155  0.835128
-1.81552  2.98034  0.871848
-2.17702  2.64675  0.904225
-2.47999  2.27026  0.932097
-2.71979  1.86103  0.955325
-2.89355  1.42959  0.973793
-3.00014  0.986527  0.987411
-3.04016  0.542212  0.996109
-3.01577  0.106497  0.999844
-2.93057 -0.311502  0.998599
-2.78939 -0.703614  0.992378
-2.59811 -1.06277  0.981213
-2.36338 -1.3831  0.96516
-2.09239 -1.66002  0.944299
-1.79269 -1.89022  0.918733
-1.47188 -2.07166  0.88859
-1.13747 -2.20349  0.85402
-0.796663 -2.28597  0.815196
-0.456223 -2.32033  0.77231
-0.122352 -2.30862  0.725577
 0.19939 -2.25359  0.675229
 0.504131 -2.15851  0.621517
 0.7877 -2.02704  0.564708
 1.04662 -1.86308  0.505086
 1.27805 -1.67066  0.442948
 1.47974 -1.45385  0.378603
 1.64997 -1.21666  0.312372
 1.78745 -0.963031  0.244585
 1.89126 -0.696777  0.175579
 1.96079 -0.421603  0.105699
 1.99564 -0.141122  0.0352915
 1.99564  0.141122 -0.0352915
 1.96079  0.421603 -0.105699
 1.89126  0.696777 -0.175579
 1.78745  0.963031 -0.244585
 1.64997  1.21666 -0.312372
 1.47974  1.45385 -0.378603
 1.27805  1.67066 -0.442948
 1.04662  1.86308 -0.505086
 0.7877  2.02704 -0.564708
 0.504131  2.15851 -0.621517
 0.19939  2.25359 -0.675229
-0.122352  2.30862 -0.725577
-0.456223  2.32033 -0.77231
-0.796663  2.28597 -0.815196
-1.13747  2.20349 -0.85402
-1.47188  2.07166 -0.88859
-1.79269  1.89022 -0.918733
-2.09239  1.66002 -0.944299
-2.36338  1.3831 -0.96516
-2.59811  1.06277 -0.981213
-2.78939  0.703614 -0.992378
-2.93057  0.311502 -0.998599
-3.01577 -0.106497 -0.999844
-3.04016 -0.542212 -0.996109
-3.00014 -0.986527 -0.987411
-2.89355 -1.42959 -0.973793
-2.71979 -1.86103 -0.955325
-2.47999 -2.27026 -0.932097
-2.17702 -2.64675 -0.904225
-1.81552 -2.98034 -0.871848
-1.40184 -3.26155 -0.835128
-0.94396 -3.48191 -0.794248
-0.451288 -3.63419 -0.74941
 0.0655344 -3.71274 -0.700839
 0.594902 -3.71363 -0.648777
 1.12455 -3.63486 -0.593482
 1.64191 -3.47648 -0.535231
 2.13441 -3.2406 -0.474313
 2.58991 -2.93141 -0.411032
 2.997 -2.55511 -0.345703
 3.34537 -2.11972 -0.278652
 3.62611 -1.63494 -0.210213
 3.83201 -1.11184 -0.140726
 3.95773 -0.562555 -0.070539
 4 -1.95943e-15 -4.89859e-16

[ACCURACY]
0.5

[ADJUST_MAT]
1		0		0		0
0		1		0		0
0		0		1		0
0		0		0		1
