[BASEPOINT]
#       X         Y         Z
0	0	0
0.651465	0.11837	-0.0367499
1.22175	0.4598	-0.0722483
1.63811	0.984318	-0.105286
1.8443	1.629101	-0.134739
1.80773	2.314342	-0.159603
1.52489	2.95155	-0.179033
1.02405	3.4539	-0.192365
0.364108	3.74781	-0.199147
-0.37089	3.78409	-0.199147
-1.08168	3.54697	-0.192365
-1.66718	3.05899	-0.179033
-2.03958	2.38031	-0.159603
-2.13864	1.601826	-0.134739
-1.94254	0.832728	-0.105286
-1.47303	0.18416	-0.0722483
-0.793502	-0.24826	-0.0367499
0	-0.4	0
0.793502	-0.24826	0.0367499
1.47303	0.18416	0.0722483
1.94254	0.832728	0.105286
2.13864	1.601826	0.134739
2.03958	2.38031	0.159603
1.66718	3.05899	0.179033
1.08168	3.54697	0.192365
0.37089	3.78409	0.199147
-0.364108	3.74781	0.199147
-1.02405	3.4539	0.192365
-1.52489	2.95155	0.179033
-1.80773	2.314342	0.159603
-1.8443	1.629101	0.134739
-1.63811	0.984318	0.105286
-1.22175	0.4598	0.0722483
-0.651465	0.11837	0.0367499
0	0	0

[ACCURACY]
1.0
