[BASEPOINT]
#       X         Y         Z
 0.0       0.0      -1.035
 0.37367  0.00643123 -0.964553
 0.695683  0.0126435 -0.763128
 0.921801  0.0184251 -0.459002
 1.02149  0.0235793 -0.0946549
 0.982113  0.0279306  0.279435
 0.810467  0.0313307  0.612036
 0.531474  0.0336639  0.858361
 0.184343  0.0348507  0.986148
-0.183156  0.0348507  0.979799
-0.52139  0.0336639  0.842074
-0.785567  0.0313307  0.593233
-0.941539  0.0279306  0.267891
-0.969979  0.0235793 -0.0898818
-0.868525  0.0184251 -0.432474
-0.651709  0.0126435 -0.71489
-0.348813  0.00643123 -0.900391
 0.0       0.0      -0.965
 0.348813 -0.00643123 -0.900391
 0.651709 -0.0126435 -0.71489
 0.868525 -0.0184251 -0.432474
 0.969979 -0.0235793 -0.0898818
 0.941539 -0.0279306  0.267891
 0.785567 -0.0313307  0.593233
 0.52139 -0.0336639  0.842074
 0.183156 -0.0348507  0.979799
-0.184343 -0.0348507  0.986148
-0.531474 -0.0336639  0.858361
-0.810467 -0.0313307  0.612036
-0.982113 -0.0279306  0.279435
-1.02149 -0.0235793 -0.0946549
-0.921801 -0.0184251 -0.459002
-0.695683 -0.0126435 -0.763128
-0.37367 -0.00643123 -0.964553
 0.0       0.0      -1.035

[ACCURACY]
0.5

[ADJUST_MAT]
1		0		0		0
0		1		0		0
0		0		1		0
0		0		1.035	1
