[BASEPOINT]
#       X         Y         Z
 0.0      0.0     0.0     
 0.185922 -0.165787 -0.287912
 0.343459 -0.527797 -0.51371
 0.475604 -0.923434 -0.679497
 0.58556 -1.26557 -0.795477
 0.676245 -1.52583 -0.87345
 0.750312 -1.7078 -0.924067
 0.810157 -1.82736 -0.955865
 0.857934 -1.90204 -0.975204
 0.895568 -1.94666 -0.986575
 0.924767 -1.9722 -0.993025
 0.947036 -1.98619 -0.996541
 0.963689 -1.9935 -0.998374
 0.975862 -1.99713 -0.999281
 0.984527 -1.99882 -0.999705
 0.990503 -1.99955 -0.999889
 0.994471 -1.99985 -0.999962
 0.996986 -1.99996 -0.999989
 0.998489 -1.99999 -0.999997
 0.999322 -2 -0.999999
 0.999739 -2 -1
 0.99992 -2 -1
 0.999983 -2 -1
 0.999998 -2 -1
 1 -2 -1
 1 -2 -1
 1 -2 -1
 1.00001 -2 -1
 1.00004 -2 -1
 1.00015 -2 -1
 1.00043 -2 -1
 1.00103 -1.99999 -0.999999
 1.00215 -1.99998 -0.999994
 1.00411 -1.99992 -0.999979
 1.00729 -1.99974 -0.999935
 1.01217 -1.99927 -0.999817
 1.01939 -1.99815 -0.999536
 1.02969 -1.99565 -0.998913
 1.04395 -1.99048 -0.997618
 1.06324 -1.98033 -0.99507
 1.08877 -1.96136 -0.990294
 1.12196 -1.92749 -0.981706
 1.1644 -1.86956 -0.966841
 1.21791 -1.77467 -0.941986
 1.28453 -1.62638 -0.901771
 1.36654 -1.40711 -0.838782
 1.46644 -1.10524 -0.743384
 1.58703 -0.729988 -0.604147
 1.73136 -0.335491 -0.409567
 1.90278 -0.0462813 -0.152121
 2.09681 -0.0458904  0.151477
 2.26829 -0.334668  0.409065
 2.41268 -0.729099  0.603779
 2.53332 -1.10448  0.743127
 2.63326 -1.40653  0.83861
 2.7153 -1.62598  0.90166
 2.78195 -1.77441  0.941916
 2.83549 -1.8694  0.966798
 2.87796 -1.9274  0.981681
 2.91116 -1.96131  0.990279
 2.93671 -1.9803  0.995063
 2.95601 -1.99047  0.997614
 2.97029 -1.99565  0.998911
 2.98059 -1.99814  0.999535
 2.98781 -1.99927  0.999817
 2.99271 -1.99974  0.999934
 2.99588 -1.99992  0.999979
 2.99784 -1.99998  0.999994
 2.99897 -1.99999  0.999999
 2.99957 -2  1
 2.99985 -2  1
 2.99996 -2  1
 2.99999 -2  1
 3 -2  1
 3 -2  1
 3 -2  1
 3 -2  1
 3.00002 -2  1
 3.00008 -2  1
 3.00026 -2  1
 3.00068 -2  0.999999
 3.00151 -1.99999  0.999997
 3.00301 -1.99996  0.999989
 3.00552 -1.99985  0.999962
 3.00949 -1.99956  0.999889
 3.01546 -1.99882  0.999705
 3.02412 -1.99713  0.999283
 3.03628 -1.99351  0.998377
 3.05292 -1.98621  0.996547
 3.07518 -1.97224  0.993036
 3.10436 -1.94674  0.986594
 3.14197 -1.90217  0.975236
 3.18972 -1.82757  0.95592
 3.24954 -1.70813  0.924156
 3.32357 -1.52632  0.873589
 3.41422 -1.26624  0.795689
 3.52413 -0.924274  0.679807
 3.65622 -0.528687  0.514143
 3.8137 -0.166449  0.288486

[ACCURACY]
1.0
