[BASEPOINT]
#       X         Y         Z
0	0	0
1.07757	0.21846	0.18375
1.97559	0.83288	0.361242
2.55141	1.72955	0.526432
2.72732	2.747276	0.673696
2.50328	3.712245	0.798017
1.95174	4.47389	0.895163
1.19693	4.93311	0.961826
0.384453	5.05664	0.995734
-0.350545	4.87525	0.995734
-0.908799	4.46776	0.961826
-1.24033	3.936652	0.895163
-1.34402	3.382407	0.798017
-1.25561	2.88365	0.673696
-1.02924	2.487498	0.526432
-0.719189	2.211087	0.361242
-0.367392	2.051651	0.18375
0	2	0
0.367392	2.051651	-0.18375
0.719189	2.211087	-0.361242
1.02924	2.487498	-0.526432
1.25561	2.88365	-0.673696
1.34402	3.382407	-0.798017
1.24033	3.936652	-0.895163
0.908799	4.46776	-0.961826
0.350545	4.87525	-0.995734
-0.384453	5.05664	-0.995734
-1.19693	4.93311	-0.961826
-1.95174	4.47389	-0.895163
-2.50328	3.712245	-0.798017
-2.72732	2.747276	-0.673696
-2.55141	1.72955	-0.526432
-1.97559	0.83288	-0.361242
-1.07757	0.21846	-0.18375
0	0	0

[ACCURACY]
1.0
