[BASEPOINT]
#       X         Y         Z
0.000000  0.000000  0.000000
1.000000  0.000000  0.000000
2.000000  0.000000  0.000000
3.000000  0.000000  0.000000
4.000000  0.000000  0.500000
3.000000  0.000000  0.500000
2.000000  0.000000  0.500000
1.000000  0.000000  0.500000
0.000000  0.000000  1.000000
1.000000  0.000000  1.000000
2.000000  0.000000  1.000000
3.000000  0.000000  1.000000
4.000000  0.000000  1.000000
4.000000  0.000000  0.000000
4.000000  0.000000  -1.000000
4.000000  0.000000  -2.000000
4.000000  0.000000  -3.000000
4.000000  0.000000  -4.000000
4.000000  0.000000  -5.000000
3.000000  2.000000  -5.000000
3.000000  2.000000  -4.000000
3.000000  2.000000  -3.000000
3.000000  2.000000  -2.000000
3.000000  2.000000  -1.000000
3.000000  2.000000  -0.000000
-3.000000  -2.000000  -4.000000
-10.000000  -20.000000  -40.000000


[ACCURACY]
0.2

