[BASEPOINT]
#       X         Y         Z
 200000      0.0     0.0
 250000   200000     0.0
 300000      0.0  200000
 350000  -200000     0.0
 400000      0.0 -200000
 450000   200000     0.0
 500000      0.0  200000
 550000  -200000     0.0
 600000      0.0 -200000
 750000   200000     0.0
 800000      0.0  200000
 850000  -200000     0.0
 900000      0.0 -200000
 950000   200000     0.0
1000000      0.0  200000
1050000  -200000     0.0
1200000      0.0 -200000
    0.0      0.0     0.0

[ACCURACY]
0.2

